scenario,seed,cumulative_churn,mean_trust_all,mean_trust,mean_harm,platform_reputation,reputation,cumulative_revenue,cumulative_costs,net_value,opportunity_cost,cumulative_projected_revenue,tipping_points_triggered_count,active_users,cumulative_negative_wom_count,cumulative_positive_wom_count,trust_collapse_step,social_contagion_step,churn_cascade_step,extractive_divergence_step,trust_collapse_triggered,social_contagion_triggered,churn_cascade_triggered,extractive_divergence_triggered,churned_skeptic,churned_naive,churned_activist,trust_skeptic,trust_naive,trust_activist,n_skeptic,churned_skeptic_total,n_naive,churned_naive_total,n_activist,churned_activist_total
control,60,0.078,0.7336362620615277,0.7350121206471126,0.0,92.0,0.8145084844529789,705260.4816467959,15115.400000000018,690145.0816467959,-140254.3180533721,565006.1635934238,0.0,461.0,0.0,26106.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,13.0,17.0,9.0,0.6257515979210962,0.8270540357614211,0.679183729106575,154,13,242,17,104,9
control,61,0.092,0.7334773616711393,0.7395136134503327,0.0,92.0,0.8176595294152329,697619.3395468987,14989.400000000016,682629.9395468987,-132808.432392088,564810.9071548107,0.0,454.0,0.0,24978.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,27.0,10.0,9.0,0.624532002593926,0.8286006537483983,0.6750738872071127,162,27,245,10,93,9
control,62,0.078,0.7334183616611532,0.735676726198649,0.0,92.0,0.8149737083390542,713912.5055356424,15175.600000000013,698736.9055356424,-122098.88166469638,591813.623870946,0.0,461.0,0.0,26493.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,15.0,14.0,10.0,0.6236769527428568,0.827550096176522,0.675145145085916,145,15,241,14,114,10
control,63,0.098,0.7353159572873513,0.7381702399457397,0.0,92.0,0.8167191679620178,700010.6653125971,15059.199999999986,684951.4653125971,-139491.32565031422,560519.3396622828,0.0,451.0,0.0,25739.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,19.0,10.0,0.6232996179449564,0.8251565308677968,0.6745335279459084,136,20,249,19,115,10
control,64,0.09,0.7350674536907222,0.735996297270042,0.0,92.0,0.8151974080890294,716022.9544251412,15149.700000000008,700873.2544251413,-91171.26380734262,624851.6906177986,0.0,455.0,0.0,25879.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,16.0,20.0,9.0,0.6226353075379785,0.8243841833126945,0.6734032669678718,142,16,251,20,107,9
control,65,0.078,0.7413777621214827,0.7410063717805913,0.0,92.0,0.8187044602464137,703761.9877312654,15064.4,688697.5877312653,-135156.25822184666,568605.7295094187,0.0,461.0,0.0,25249.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,12.0,22.0,5.0,0.6259769610075581,0.8247855499511951,0.6738164353647528,144,12,269,22,87,5
control,66,0.088,0.7439808080331947,0.7463097735154227,0.0,92.0,0.822416841460796,715888.1811111312,15063.100000000011,700825.0811111312,-59102.79253053013,656785.3885806011,0.0,456.0,0.0,25102.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,16.0,17.0,11.0,0.6279911662162135,0.8248865488033336,0.6766560767262246,137,16,271,17,92,11
control,67,0.08,0.7314108906679344,0.7320677021520114,0.0,92.0,0.8124473915064079,710691.6564652524,15147.499999999985,695544.1564652524,-126159.2031968662,584532.4532683862,0.0,460.0,0.0,25933.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,12.0,18.0,10.0,0.6251874796491845,0.8246257921997593,0.6745125604241392,160,12,243,18,97,10
control,68,0.08,0.7397259206526263,0.742263403893986,0.0,92.0,0.8195843827257903,714856.4828958599,15037.200000000043,699819.2828958598,-61886.88386123814,652969.5990346217,0.0,460.0,0.0,24208.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,16.0,16.0,8.0,0.625401929132323,0.8250625342945648,0.6752866966622519,149,16,266,16,85,8
control,69,0.09,0.7384547658537399,0.7387045531044402,0.0,92.0,0.817093187173108,704348.2446746153,15101.399999999976,689246.8446746153,-131436.66317290452,572911.5815017108,0.0,455.0,0.0,25186.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,12.0,23.0,10.0,0.6241977719935424,0.8253918095789154,0.6738337101702284,141,12,260,23,99,10
control,70,0.094,0.7305174133544702,0.7327172213409078,0.0,92.0,0.8129020549386354,704443.7857099159,15082.600000000015,689361.1857099159,-126067.95566019206,578375.8300497239,0.0,453.0,0.0,25560.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,19.0,18.0,10.0,0.6288981770751765,0.8244716302901227,0.6759141510489192,170,19,239,18,91,10
control,71,0.086,0.7279522552703805,0.7310324407258111,0.0,92.0,0.8117227085080678,702691.5974760273,14967.000000000005,687724.5974760273,-110707.25697577954,591984.3405002478,0.0,457.0,0.0,25659.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,18.0,13.0,12.0,0.6254638720731452,0.8259606393012444,0.6772942379707677,158,18,227,13,115,12
control,72,0.102,0.7326955617902884,0.734480370946334,0.0,92.0,0.8141362596624337,705756.2213445504,15028.399999999996,690727.8213445503,-100045.1362464464,605711.085098104,0.0,449.0,0.0,25635.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,22.0,21.0,8.0,0.6266481635626383,0.8224384509285041,0.6762094325335668,155,22,245,21,100,8
control,73,0.08,0.7303184945535058,0.7309964025752421,0.0,92.0,0.8116974818026694,714656.9514306422,15098.70000000001,699558.2514306422,-92218.21779076173,622438.7336398804,0.0,460.0,0.0,26718.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,14.0,16.0,10.0,0.6256727812813618,0.826994457767956,0.6768084778216307,158,14,231,16,111,10
control,74,0.062,0.7276458198463559,0.7301464671552655,0.0,92.0,0.8111025270086858,715402.7140286142,15209.399999999987,700193.3140286142,-135858.3365779334,579544.3774506808,0.0,469.0,0.0,27152.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,12.0,7.0,12.0,0.6249749634744685,0.8267387086355844,0.6786615641426255,158,12,223,7,119,12
control,75,0.076,0.7439984003530287,0.7479380719915831,0.0,92.0,0.8235566503941081,717815.7005119261,15075.8,702739.900511926,-62240.18642134266,655575.5140905834,0.0,462.0,0.0,25158.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,15.0,12.0,11.0,0.6256005967595288,0.824301686191645,0.6740813372594705,123,15,274,12,103,11
control,76,0.074,0.7392579995517351,0.7384857172965162,0.0,92.0,0.8169400021075612,714549.8346671643,15158.099999999971,699391.7346671643,-113352.56973455078,601197.2649326135,0.0,463.0,0.0,26067.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,7.0,20.0,10.0,0.6225873764892562,0.8245486564222849,0.6774319565843601,130,7,258,20,112,10
control,77,0.088,0.7359344900761077,0.7349625970807698,0.0,92.0,0.814473817956539,706216.663963601,14980.900000000001,691235.763963601,-90436.79199858278,615779.8719650182,0.0,456.0,0.0,24926.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,14.0,25.0,5.0,0.6251861276283864,0.8284525031563691,0.675479482650817,156,14,249,25,95,5
control,78,0.074,0.7344154232198119,0.7366978528987012,0.0,92.0,0.8156884970290907,714904.2907824595,15082.200000000039,699822.0907824595,-83078.56912954373,631825.7216529158,0.0,463.0,0.0,25162.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,13.0,14.0,10.0,0.6250484598303099,0.8238634558863634,0.6747743340454637,156,13,254,14,90,10
control,79,0.088,0.7387053022475665,0.7384971737942382,0.0,92.0,0.8169480216559666,710805.1941916816,14981.700000000006,695823.4941916816,-63549.67379892804,647255.5203927535,0.0,456.0,0.0,24802.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,12.0,23.0,9.0,0.6247569489394774,0.8265543716194046,0.6717284996212002,145,12,260,23,95,9
control,80,0.078,0.7370227580700869,0.7360860370933339,0.0,92.0,0.8152602259653337,712266.6405061197,15103.800000000001,697162.8405061197,-104950.06780841388,607316.5726977058,0.0,461.0,0.0,25216.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,12.0,24.0,3.0,0.6243803256195088,0.8239292962365178,0.6732550576334879,150,12,261,24,89,3
control,81,0.072,0.7436121377860251,0.7458338787012943,0.0,92.0,0.8220837150909059,710990.3059013813,15183.300000000007,695807.0059013813,-138896.28873445198,572094.0171669293,0.0,464.0,0.0,25171.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,14.0,14.0,8.0,0.6232936910810924,0.8269335314570004,0.6747427960612609,139,14,273,14,88,8
control,82,0.092,0.7355655302659422,0.7359318013355169,0.0,92.0,0.8151522609348618,703843.9351091571,14913.199999999988,688930.7351091572,-79458.72010251775,624385.2150066394,0.0,454.0,0.0,24878.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,15.0,21.0,10.0,0.6239583910651082,0.8252907816751441,0.6759453230768374,149,15,250,21,101,10
control,83,0.108,0.7334502797173856,0.7369134546186745,0.0,92.0,0.8158394182330722,691454.996051763,14912.100000000008,676542.896051763,-130849.78475914267,560605.2112926203,0.0,446.0,0.0,24688.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,21.0,19.0,14.0,0.6234829583174588,0.8251885950559461,0.6740508955269834,151,21,248,19,101,14
control,84,0.088,0.7342205116744542,0.7376713666545954,0.0,92.0,0.8163699566582168,709749.2160495335,15056.200000000008,694693.0160495335,-98431.4672066418,611317.7488428917,0.0,456.0,0.0,25588.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,19.0,13.0,12.0,0.6282811691570929,0.8235162133495468,0.6753599300233813,155,19,248,13,97,12
control,85,0.088,0.7324997048229734,0.7335911332494707,0.0,92.0,0.8135137932746295,722305.9192224192,15239.399999999994,707066.5192224191,-80334.59870856314,641971.320513856,0.0,456.0,0.0,25379.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,15.0,18.0,11.0,0.6204449796660828,0.8274421282971584,0.6690462217255637,159,15,248,18,93,11
control,86,0.072,0.7317492540282428,0.7344117669619884,0.0,92.0,0.8140882368733919,708320.3918150668,15168.500000000015,693151.8918150668,-146761.32229978347,561559.0695152833,0.0,464.0,0.0,25882.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,19.0,11.0,6.0,0.6227349010765015,0.8247242964738773,0.6728008206590743,152,19,243,11,105,6
control,87,0.084,0.739778452318979,0.7429068963658003,0.0,92.0,0.8200348274560603,700693.2567306575,15035.399999999994,685657.8567306575,-131784.32882628508,568908.9279043725,0.0,458.0,0.0,24342.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,14.0,15.0,13.0,0.6239471677520598,0.8255725343439704,0.6781096921027867,144,14,264,15,92,13
control,88,0.072,0.7415243465531743,0.7415006902505795,0.0,92.0,0.8190504831754055,713419.9239360362,15166.699999999983,698253.2239360362,-125160.73321482807,588259.1907212081,0.0,464.0,0.0,25780.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,10.0,19.0,7.0,0.6271744311003948,0.8239908558939956,0.6732278104142281,134,10,267,19,99,7
control,89,0.09,0.7377613146551817,0.7401049370926386,0.0,92.0,0.818073455964847,715633.4083757923,15118.600000000019,700514.8083757923,-81009.30043494585,634624.1079408465,0.0,455.0,0.0,25492.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,18.0,17.0,10.0,0.626261967316529,0.8243251653559736,0.675836196603311,147,18,257,17,96,10
control,90,0.076,0.7323567023516344,0.7343305124323004,0.0,92.0,0.8140313587026102,712779.6284928614,15096.599999999977,697683.0284928614,-102048.52310271701,610731.1053901444,0.0,462.0,0.0,25805.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,16.0,15.0,7.0,0.6264030827210124,0.8243406901180433,0.6756851602812168,160,16,245,15,95,7
control,91,0.072,0.7352061408527302,0.7353815858081891,0.0,92.0,0.8147671100657323,726086.190438079,15275.499999999993,710810.690438079,-88582.43086315342,637503.7595749255,0.0,464.0,0.0,26653.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,11.0,17.0,8.0,0.6274018493460498,0.8249514302808294,0.6714337559601092,146,11,249,17,105,8
control,92,0.1,0.7368817020187849,0.7407645430151377,0.0,92.0,0.8185351801105964,699305.5027238395,15017.800000000001,684287.7027238394,-128490.31201532006,570815.1907085194,0.0,450.0,0.0,25084.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,22.0,17.0,11.0,0.6248796918867408,0.8261462009948596,0.6719202422464878,147,22,256,17,97,11
control,93,0.058,0.7336037684958124,0.7335280136781697,0.0,92.0,0.8134696095747187,719258.4419414665,15315.80000000003,703942.6419414665,-151388.09600195626,567870.3459395103,0.0,471.0,0.0,27007.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,8.0,13.0,8.0,0.6259051137635876,0.8234406656542417,0.671325658077039,150,8,248,13,102,8
control,94,0.086,0.735840230907697,0.739422611094646,0.0,92.0,0.8175958277662523,714601.2224623761,15062.899999999963,699538.3224623762,-68295.75317253347,646305.4692898426,0.0,457.0,0.0,24788.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,14.0,9.0,0.6269335825840863,0.8282488363056277,0.673315841596444,167,20,253,14,80,9
control,95,0.084,0.7319102519400191,0.7339003565002648,0.0,92.0,0.8137302495501852,721281.0293429921,15177.999999999987,706103.0293429921,-71347.42489981593,649933.6044431762,0.0,458.0,0.0,26296.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,20.0,18.0,4.0,0.6245284261853948,0.825348224816854,0.6756922261147494,160,20,244,18,96,4
control,96,0.1,0.7356378068037872,0.738540343681837,0.0,92.0,0.8169782405772859,700959.9120212853,15054.299999999988,685905.6120212853,-137869.57958009245,563090.3324411928,0.0,450.0,0.0,26340.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,22.0,19.0,9.0,0.6300996819332895,0.8270355796716314,0.6772511643286859,155,22,245,19,100,9
control,97,0.076,0.7393171116119904,0.7419550424937064,0.0,92.0,0.8193685297455944,719557.8735622651,15232.300000000025,704325.573562265,-109593.76581350295,609964.1077487621,0.0,462.0,0.0,26045.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,13.0,13.0,12.0,0.6284056345180814,0.8253922697203051,0.6738728416202598,141,13,259,13,100,12
control,98,0.066,0.7327392905927395,0.7352345267119272,0.0,92.0,0.8146641686983491,722859.7925827333,15167.399999999981,707692.3925827333,-73985.12677781156,648874.6658049218,0.0,467.0,0.0,25938.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,15.0,11.0,7.0,0.6245557855695472,0.824730150247969,0.6782403083718787,155,15,244,11,101,7
control,99,0.072,0.7434500922242004,0.7424657740148036,0.0,92.0,0.8197260418103625,722753.2889148144,15181.6,707571.6889148144,-72746.75389143731,650006.535023377,0.0,464.0,0.0,25650.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,6.0,20.0,10.0,0.6233415278037618,0.8260216907240747,0.6772014185315661,129,6,268,20,103,10
low_intensity,0,0.176,0.42382994137461044,0.4420004938648803,0.1109140523844875,2.0,0.5900355348979824,440232.36945254746,22278.260000000002,417954.10945254745,184151.19209009974,624383.5615426472,2.0,412.0,20289.0,98.0,193.0,-1.0,-1.0,294.0,1.0,0.0,0.0,1.0,31.0,31.0,26.0,0.33364946779667476,0.5316360354981169,0.3259523186300884,150,31,259,31,91,26
low_intensity,1,0.164,0.44594112732862207,0.4573872585454738,0.10959473820332165,2.0,0.6014229149328134,445281.6107444669,21680.74000000001,423600.8707444669,188949.82527202193,634231.4360164888,2.0,418.0,19325.0,94.0,194.0,-1.0,-1.0,305.0,1.0,0.0,0.0,1.0,34.0,26.0,22.0,0.31874833391483626,0.5468193991573279,0.36526300827498487,139,34,265,26,96,22
low_intensity,2,0.18,0.4095134115607572,0.421829649744986,0.114058604992874,2.0,0.574062848757612,456930.7818171104,22679.359999999997,434251.4218171104,195928.2550909964,652859.0369081068,2.0,410.0,21116.0,91.0,186.0,-1.0,-1.0,281.0,1.0,0.0,0.0,1.0,29.0,33.0,28.0,0.29032478301947584,0.5318602369846281,0.30715500159355513,146,29,251,33,103,28
low_intensity,3,0.148,0.4310897489924327,0.4457161239619897,0.11016543080977496,2.0,0.5927135344284917,453688.841452819,22139.740000000034,431549.10145281896,177565.6789989415,631254.5204517605,1.0,426.0,19943.0,84.0,192.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0,39.0,18.0,17.0,0.2998815507879642,0.5559085049667728,0.3149635850363446,164,39,257,18,79,17
low_intensity,4,0.204,0.39806214332831746,0.4191562689708941,0.1146062981262652,2.0,0.5719412351697195,402677.0362809255,22511.92000000001,380165.1162809255,197130.62162275915,599807.6579036847,2.0,398.0,21120.0,99.0,182.0,-1.0,-1.0,260.0,1.0,0.0,0.0,1.0,39.0,32.0,31.0,0.29519266302930985,0.5192800500013114,0.3172527729893846,142,39,244,32,114,31
low_intensity,5,0.156,0.4210453857658222,0.4226128147073252,0.1118972526678341,2.0,0.5760767154855406,406878.13732094516,22177.480000000014,384700.6573209451,167194.212382245,574072.3497031901,2.0,422.0,20114.0,105.0,195.0,-1.0,-1.0,307.0,1.0,0.0,0.0,1.0,34.0,31.0,13.0,0.31087184771927356,0.502232220366082,0.3527625458551649,151,34,261,31,88,13
low_intensity,6,0.188,0.36181169778797007,0.37210933893683823,0.12012768068968314,2.0,0.5364236901716657,436197.6983409852,24043.860000000022,412153.8383409852,206032.47819629055,642230.1765372758,2.0,406.0,23905.0,92.0,173.0,-1.0,-1.0,275.0,1.0,0.0,0.0,1.0,32.0,27.0,35.0,0.2799445151161851,0.45941101333356976,0.2965273284608398,146,32,227,27,127,35
low_intensity,7,0.168,0.4402961997423891,0.45680862035298436,0.11045034192273596,2.0,0.6003554856420985,415932.3187450786,22332.42000000002,393599.89874507854,184346.45802533074,600278.7767704093,2.0,416.0,20545.0,80.0,192.0,-1.0,-1.0,295.0,1.0,0.0,0.0,1.0,32.0,23.0,29.0,0.30569668171957437,0.5589087426052661,0.3504664438977207,138,32,258,23,104,29
low_intensity,8,0.182,0.46062996737173484,0.4707990864464073,0.11017216505018372,2.0,0.6104862436316554,437918.1974550732,21686.119999999995,416232.0774550732,190388.42190180084,628306.619356874,2.0,409.0,19336.0,107.0,194.0,-1.0,-1.0,271.0,1.0,0.0,0.0,1.0,30.0,34.0,27.0,0.33812984387629963,0.5787758138402853,0.3221467132800837,141,30,264,34,95,27
low_intensity,9,0.18,0.4157804158000993,0.4287306587378188,0.1132787494832667,2.0,0.5795667006479128,424061.45429776516,22190.220000000034,401871.2342977651,182979.16998711333,607040.6242848785,2.0,410.0,20335.0,88.0,188.0,-1.0,-1.0,279.0,1.0,0.0,0.0,1.0,46.0,24.0,20.0,0.3201159151938593,0.5315878100334496,0.3004440843653418,170,46,241,24,89,20
low_intensity,10,0.204,0.3878646735185263,0.40617399498895035,0.1164116894354121,2.0,0.562172870949061,429325.9566322947,23207.64000000002,406118.3166322947,196677.25991100946,626003.2165433042,2.0,398.0,22314.0,95.0,176.0,-1.0,-1.0,258.0,1.0,0.0,0.0,1.0,53.0,22.0,27.0,0.31133734068100183,0.49257727472484675,0.3182071306295519,160,53,227,22,113,27
low_intensity,11,0.156,0.4078942450566378,0.41457380042769576,0.11246112950958509,2.0,0.5695595191716429,426942.7171011113,22745.28,404197.4371011113,180919.85078011674,607862.567881228,2.0,422.0,21180.0,93.0,184.0,-1.0,-1.0,307.0,1.0,0.0,0.0,1.0,30.0,28.0,20.0,0.29185314942855406,0.5195032649255411,0.2875017351605515,144,30,257,28,99,20
low_intensity,12,0.184,0.41723033091653766,0.4276598994934104,0.11124587410914054,2.0,0.5795723260239385,431675.3762757172,22035.37999999999,409639.9962757172,189399.130149387,621074.5064251042,2.0,408.0,20061.0,89.0,186.0,-1.0,-1.0,272.0,1.0,0.0,0.0,1.0,52.0,22.0,18.0,0.32451373837331493,0.512881818250463,0.33382759582297244,171,52,242,22,87,18
low_intensity,13,0.174,0.42790582423277607,0.4501260782693761,0.11126254964341124,2.0,0.5955084848222651,432055.99188266054,22282.08000000001,409773.9118826605,189471.03239184688,621527.0242745074,2.0,413.0,20406.0,84.0,187.0,-1.0,-1.0,285.0,1.0,0.0,0.0,1.0,36.0,23.0,28.0,0.32568143294070034,0.5521818020348108,0.3223054653692747,148,36,251,23,101,28
low_intensity,14,0.186,0.41213103738851103,0.42424796776883045,0.11351508969646058,2.0,0.5762885938193134,403241.4953072821,22344.44000000001,380897.0553072821,188155.6045732504,591397.0998805325,2.0,407.0,20708.0,91.0,185.0,-1.0,-1.0,268.0,1.0,0.0,0.0,1.0,29.0,35.0,29.0,0.3074078882439799,0.5254674067646543,0.31378896382353644,149,29,251,35,100,29
low_intensity,15,0.178,0.4243371207189063,0.4374705537684095,0.1119275310118302,2.0,0.586255301674721,443213.34089911374,22305.42000000002,420907.9208991137,193625.745903579,636839.0868026927,2.0,411.0,20497.0,80.0,185.0,-1.0,-1.0,294.0,1.0,0.0,0.0,1.0,36.0,23.0,30.0,0.3027843187543628,0.5409740324920731,0.3427508694156771,163,36,245,23,92,30
low_intensity,16,0.202,0.45858727546928096,0.4757751255544446,0.10985277853168184,2.0,0.6144057831645161,440352.7822603453,21159.299999999963,419193.4822603453,201797.44888031622,642150.2311406615,2.0,399.0,18571.0,93.0,201.0,-1.0,-1.0,255.0,1.0,0.0,0.0,1.0,38.0,29.0,34.0,0.3286185425255404,0.578875618710708,0.3662378313828849,148,38,254,29,98,34
low_intensity,17,0.178,0.43699914483660596,0.457022721644875,0.10978563893983223,2.0,0.6010391199811573,419871.31508992,22002.24000000003,397869.07508991996,184428.8792730212,604300.1943629412,2.0,411.0,19954.0,104.0,192.0,-1.0,-1.0,282.0,1.0,0.0,0.0,1.0,40.0,20.0,29.0,0.3289870787795813,0.5540272906282463,0.3404990853454848,146,40,250,20,104,29
low_intensity,18,0.19,0.43194243930340714,0.45465197677746516,0.11014438391454111,2.0,0.5990552818018149,438564.393055305,22167.940000000013,416396.453055305,187242.2686678028,625806.6617231078,2.0,405.0,20095.0,99.0,191.0,-1.0,-1.0,275.0,1.0,0.0,0.0,1.0,43.0,28.0,24.0,0.3294088333842639,0.5494815767253236,0.34483122524624854,158,43,254,28,88,24
low_intensity,19,0.17,0.44778235818291867,0.4547317232404246,0.10815332483185934,2.0,0.5996935678533681,459644.86593554035,22054.480000000025,437590.3859355403,192470.5496798532,652115.4156153935,2.0,415.0,19950.0,88.0,197.0,-1.0,-1.0,298.0,1.0,0.0,0.0,1.0,24.0,29.0,32.0,0.30456091399119917,0.5535322569568762,0.3540337133279613,135,24,266,29,99,32
low_intensity,20,0.184,0.4264039614191994,0.4420084280500684,0.11347175963764153,2.0,0.5885684169542756,453537.8458564047,22264.839999999997,431273.00585640466,198085.54229225608,651623.3881486608,2.0,408.0,20442.0,94.0,185.0,-1.0,-1.0,269.0,1.0,0.0,0.0,1.0,36.0,23.0,33.0,0.3033283041834875,0.5565379278109097,0.32810106494734154,161,36,240,23,99,33
low_intensity,21,0.188,0.3510357414985188,0.36158939669365914,0.12070756267403475,2.0,0.5287743494020933,438313.3637501996,23860.020000000015,414453.3437501996,198256.8025332656,636570.1662834652,2.0,406.0,23553.0,91.0,173.0,-1.0,-1.0,272.0,1.0,0.0,0.0,1.0,39.0,29.0,26.0,0.27310337313638394,0.4637211822430009,0.2742180912890056,177,39,217,29,106,26
low_intensity,22,0.184,0.40465141824364137,0.41139053296050343,0.11503997301624423,2.0,0.5664279804660267,439169.59277276543,22830.139999999956,416339.4527727655,192055.0692731603,631224.6620459257,2.0,408.0,21499.0,102.0,179.0,-1.0,-1.0,268.0,1.0,0.0,0.0,1.0,40.0,27.0,25.0,0.2936424223619853,0.5116270988250599,0.3157039708217184,162,40,240,27,98,25
low_intensity,23,0.166,0.4324013308009684,0.43880546128565473,0.11312391301993524,2.0,0.5863641116025007,422207.64249670575,22210.36,399997.28249670577,197244.79117643763,619452.4336731434,2.0,417.0,20484.0,102.0,193.0,-1.0,-1.0,299.0,1.0,0.0,0.0,1.0,29.0,29.0,25.0,0.3362374831060767,0.5392745621059125,0.2938084817677812,135,29,257,29,108,25
low_intensity,24,0.182,0.40264313850803274,0.41705562757641407,0.1160969040759414,2.0,0.5703751226256011,429954.4775993491,22690.76,407263.7175993491,181023.31242799072,610977.7900273398,2.0,409.0,21120.0,102.0,182.0,-1.0,-1.0,285.0,1.0,0.0,0.0,1.0,41.0,21.0,29.0,0.3055885390626853,0.5209054913583709,0.3111628557794179,173,41,231,21,96,29
low_intensity,25,0.198,0.39687385691234073,0.4036998569232263,0.11679916985354494,2.0,0.5600142892498607,398798.31458720984,22699.560000000016,376098.75458720984,177823.40772367362,576621.7223108835,2.0,401.0,21340.0,109.0,182.0,-1.0,-1.0,262.0,1.0,0.0,0.0,1.0,35.0,38.0,26.0,0.30602877249084387,0.5028216627348046,0.2926601629155414,143,35,243,38,114,26
low_intensity,26,0.17,0.39374624551405274,0.3862528045492891,0.11623185311505163,2.0,0.5480864159913162,427578.0772994471,22654.49999999998,404923.5772994471,211669.14282341202,639247.2201228591,2.0,415.0,21559.0,85.0,183.0,-1.0,-1.0,287.0,1.0,0.0,0.0,1.0,28.0,31.0,26.0,0.2968029654177119,0.4775405488539147,0.275959109084937,135,28,247,31,118,26
low_intensity,27,0.162,0.4413884668836927,0.45096732661247757,0.10962992615329382,2.0,0.5967898853510324,419401.87703067163,22286.29999999998,397115.57703067164,178868.40319412603,598270.2802247977,2.0,419.0,20325.0,95.0,191.0,-1.0,-1.0,305.0,1.0,0.0,0.0,1.0,33.0,27.0,21.0,0.3193935392401167,0.5366005341959947,0.3653498980196076,143,33,266,27,91,21
low_intensity,28,0.172,0.36282364716836163,0.3746101754344813,0.11773246225825859,2.0,0.5395327289238483,424634.091517644,23674.6,400959.491517644,185720.07541426853,610354.1669319125,2.0,414.0,23078.0,104.0,178.0,-1.0,-1.0,291.0,1.0,0.0,0.0,1.0,42.0,18.0,26.0,0.27088314310314116,0.4717443993401675,0.29904101802597854,176,42,221,18,103,26
low_intensity,29,0.16,0.41810139700940907,0.42148435057681316,0.11302541850351604,2.0,0.5746222479817743,424580.9377954869,22058.36000000003,402522.57779548684,180925.4876858387,605506.4254813256,2.0,420.0,20098.0,91.0,190.0,-1.0,-1.0,303.0,1.0,0.0,0.0,1.0,32.0,26.0,22.0,0.29915130642791576,0.5203214294018562,0.3364838641189017,164,32,247,26,89,22
low_intensity,30,0.202,0.3722565663782363,0.37582287947835236,0.11868891531131594,2.0,0.5397084069934242,442008.1623682871,23304.379999999994,418703.7823682871,202719.96768362215,644728.1300519092,2.0,399.0,22561.0,98.0,178.0,-1.0,-1.0,262.0,1.0,0.0,0.0,1.0,46.0,30.0,25.0,0.2801525316617072,0.47773352374873174,0.2714201286116792,162,46,227,30,111,25
low_intensity,31,0.206,0.40965983631453534,0.4296752914971958,0.11540004410800751,2.0,0.5791479294638273,434298.68023319606,22159.900000000005,412138.78023319604,197262.1303817946,631560.8106149907,2.0,397.0,20401.0,106.0,179.0,-1.0,-1.0,239.0,1.0,0.0,0.0,1.0,39.0,30.0,34.0,0.31932130158864425,0.5229664326995864,0.333674193445059,140,39,239,30,121,34
